ID,Epic ID,Epic Name,Persona,User Story,Acceptance Criteria,Priority,Source,Assumptions,Uncertainty Level
US-0525,E05,Integração Corporativa (MuleSoft),Adquirente [API],"Como adquirente, quero consultar via API o status de credenciamento de um estabelecimento por CNPJ antes de processar transações, para só autorizar transações de estabelecimentos ativos no marketplace.","Dado um CNPJ de estabelecimento, Quando a adquirente consulta o endpoint autenticado, Então recebe o status de credenciamento (ativo/inativo/descredenciado) e a data de referência; Dado um CNPJ não credenciado, Quando é consultado, Então a resposta indica claramente a ausência de credenciamento; Dado a chamada, Quando ocorre, Então é autenticada por client credentials, respeita rate limit e pode usar cache dentro do TTL",High,"E05 (API para adquirente CONSULTAR status de credenciamento por CNPJ; client credentials, rate limit, cache)",,Confirmed
US-0526,E05,Integração Corporativa (MuleSoft),Adquirente [API],"Como adquirente, quero enviar transações à plataforma para monitoramento (near-term, para consulta), para dar visibilidade das operações ao MTE mesmo antes do analytics completo.","Dado uma transação de estabelecimento, Quando a adquirente a envia, Então a plataforma a persiste com estabelecimento, valor, data/hora e CPF do comprador (tokenizado); Dado o escopo near-term, Quando avalio o uso, Então é consulta/monitoramento — analytics completo é V2; Dado um lote de transações, Quando é recebido, Então cada item é validado e os rejeitados são reportados sem bloquear os válidos",Medium,"E05 (adquirente envia transações para monitoramento — near-term para consulta, V2 para analytics); discovery-context 00 (monitoramento MTE)",CPF trafega tokenizado; de-tokenização somente on-premise (ADR 0005); mock-first até contrato da adquirente,Assumed
US-0527,E05,Integração Corporativa (MuleSoft),Adquirente [API],"Como MTE/plataforma, quero (V2 roadmap) o analytics completo das transações da adquirente, para identificar padrões anômalos e irregularidades além da simples consulta.","Dado a Fase 1/near-term, Quando avalio o escopo, Então analytics completo NÃO está incluído (apenas ingestão para consulta); Dado o roadmap V2, Quando for priorizado, Então as transações ingeridas alimentarão análise de padrões (ex.: Data Cloud/Tableau, a reavaliar); Dado o design de ingestão near-term, Quando o construo, Então o modelo de dados suporta a evolução para analytics sem reingestão",Low,E05 (V2 para analytics completo); discovery-context 00 (Data Cloud/Tableau fora do escopo confirmado — reavaliar),Data Cloud/Tableau fora do escopo confirmado nesta rodada,Assumed
US-0528,E05,Integração Corporativa (MuleSoft),Sistema/plataforma,"Como plataforma, quero trilha de auditoria e observabilidade em todas as integrações, para atender aos requisitos de auditoria ANPD/TCU/CGU sobre operações financeiras e de dados sensíveis.","Dado qualquer chamada de integração, Quando ela é executada, Então gera log de auditoria com correlação (quem, quando, qual endpoint, resultado) sem expor CPF em claro; Dado uma operação financeira (boletagem/split/movimentação), Quando ocorre, Então é rastreável ponta a ponta por um correlation id; Dado uma auditoria, Quando o dado é solicitado, Então a trilha é consultável e íntegra",High,discovery-context 02 (segurança/auditoria explícita na proposta; trilha ANPD/TCU/CGU; reforça E08),Detalhes de retenção/formato de log a alinhar com E08 (segurança/observabilidade),Assumed
US-0529,E05,Integração Corporativa (MuleSoft),Desenvolvedor/integrador,"Como desenvolvedor/integrador, quero tratamento padronizado de erros com retry e dead-letter nas integrações assíncronas, para que falhas transitórias dos sistemas de origem não percam mensagens nem travem o fluxo.","Dado uma falha transitória de um sistema de origem, Quando ocorre, Então há retry com backoff configurável; Dado uma falha persistente após os retries, Quando o limite é atingido, Então a mensagem vai para uma dead-letter queue para inspeção; Dado uma mensagem em DLQ, Quando é corrigida a causa, Então ela pode ser reprocessada sem duplicar efeitos",Medium,E05 (integração API-led resiliente); ADR 0003 (batch),,Assumed
US-0530,E05,Integração Corporativa (MuleSoft),Desenvolvedor/integrador,"Como desenvolvedor/integrador, quero um modelo canônico de dados (canonical data model) nas Process APIs para as entidades-chave (beneficiária, facilitadora, estabelecimento, cotação, proposta, folha, transação), para desacoplar os formatos dos sistemas de origem do núcleo do marketplace.","Dado múltiplos sistemas de origem com formatos distintos, Quando os dados entram na camada de processo, Então são mapeados para um modelo canônico único por entidade; Dado uma mudança no formato de um sistema de origem, Quando ela ocorre, Então apenas a System API correspondente muda, sem impacto no núcleo; Dado o modelo canônico, Quando uma Experience API consome, Então recebe sempre a mesma estrutura independentemente da origem",Medium,discovery-context 01 (mapeamento protótipo→objetos SF); [KB: salesforce-revenue-cloud-marketplace-arch.md:36-52] (API-led),,Assumed
US-0701,E07,Migração & Carga Inicial de Cadastros,Sistema,"Como Sistema de integração, quero extrair os cadastros de beneficiárias, facilitadoras e estabelecimentos das bases de origem (Novo PAT / bases MTE) via API MuleSoft, para disponibilizar os dados brutos para a carga inicial sem replicar o Novo PAT como system-of-record.","Dado que a base de origem (Novo PAT / MTE) está acessível via API MuleSoft, quando a rotina de extração é executada, então os registros de beneficiárias, facilitadoras e estabelecimentos são recuperados em lote e persistidos em área de staging; Dado que a API de origem ainda não tem definição arquitetural/Swagger confirmada, quando a extração roda em ambiente de homologação, então utiliza mock/contrato provisório e registra a origem de cada lote; Dado uma falha de conexão ou timeout com a base de origem, quando a extração é interrompida, então o processo é retomável a partir do último lote confirmado sem duplicar registros; Dado que o Novo PAT permanece system-of-record, quando a extração conclui, então nenhuma alteração é gravada de volta na base de origem (fluxo somente leitura)",High,".discovery-context.md (integração MuleSoft com Novo PAT; 600-700 facilitadoras); [assumption: contrato de API do Novo PAT a confirmar com arquitetura Dataprev — hoje sem Swagger, mocks necessários]",API de extração disponibilizada pela Dataprev/MTE; volume da ordem de centenas de milhares de beneficiárias e 600-700 facilitadoras,Assumed
US-0702,E07,Migração & Carga Inicial de Cadastros,Data Steward,"Como Data Steward, quero definir e manter o mapeamento de-para entre os campos das bases de origem e os objetos/atributos da plataforma, para garantir que cada cadastro seja carregado no destino correto respeitando a fronteira de dados não-sensíveis.","Dado o dicionário de dados das bases de origem, quando o Data Steward configura o de-para, então cada campo de origem é associado a um campo de destino ou marcado explicitamente como não-migrável (ex.: CPF e dados sensíveis); Dado que o campo de origem é um dado pessoal sensível, quando o de-para é validado, então o campo é bloqueado para persistência e substituído por referência tokenizada; Dado um campo de origem sem correspondência no destino, quando o mapeamento é revisado, então o campo é registrado como lacuna para decisão; Dado um de-para aprovado, quando a carga é executada, então a transformação aplica exatamente as regras mapeadas e versiona o mapa utilizado",High,ADR 0001 (referência por identificador não-sensível; dado nominal resolvido em runtime via API); [assumption: dicionário de dados das bases de origem a fornecer pela Dataprev],Dicionário de dados das bases de origem disponível; regras de sensibilidade LGPD definidas antes da carga,Assumed
US-0703,E07,Migração & Carga Inicial de Cadastros,Admin plataforma/dados,"Como Admin da plataforma, quero executar a carga inicial de beneficiárias a partir da área de staging, para que as empresas participantes existam na plataforma prontas para publicar cotações no go-live de 15/nov.","Dado o de-para aprovado e os dados em staging validados, quando a carga de beneficiárias é executada, então cada beneficiária é criada com seus atributos não-sensíveis e uma referência tokenizada ao registro de origem; Dado um registro de beneficiária que falha na validação, quando a carga processa o lote, então o registro é rejeitado sem interromper os demais e fica marcado para tratamento; Dado uma carga concluída, quando o Admin consulta o resultado, então a contagem de registros carregados, rejeitados e ignorados por duplicidade é apresentada; Dado que a carga é reexecutada, quando um registro já existe, então ele é atualizado (upsert pela referência) em vez de duplicado",High,.discovery-context.md (beneficiárias = empresas que contratam o vale); [assumption: campos de beneficiária a confirmar em DESIGN],Atributos não-sensíveis de beneficiária suficientes para operar cotação sem persistir CPF,Assumed
US-0704,E07,Migração & Carga Inicial de Cadastros,Admin plataforma/dados,"Como Admin da plataforma, quero executar a carga inicial das facilitadoras (600-700 fornecedores) a partir da área de staging, para que possam receber e responder cotações via API desde o go-live.","Dado o de-para aprovado, quando a carga de facilitadoras é executada, então cada facilitadora é criada com dados cadastrais não-sensíveis e credenciais de integração associadas; Dado o volume esperado de 600-700 facilitadoras, quando a carga roda, então conclui dentro da janela definida e reporta throughput; Dado uma facilitadora sem situação regular na base de origem, quando a carga a processa, então ela é carregada com status que a impede de operar até regularização; Dado uma reexecução de carga, quando a facilitadora já existe, então é atualizada por upsert sem duplicar",High,.discovery-context.md (600-700 facilitadoras operam via API); [assumption: modelo de credenciamento/status de facilitadora a detalhar em DESIGN],"Situação regular da facilitadora disponível na base de origem; facilitadora opera por API, não por portal",Assumed
US-0705,E07,Migração & Carga Inicial de Cadastros,Admin plataforma/dados,"Como Admin da plataforma, quero executar a carga inicial de estabelecimentos credenciados a partir da área de staging, para que restaurantes e mercados estejam disponíveis na plataforma no go-live.","Dado o de-para aprovado, quando a carga de estabelecimentos é executada, então cada estabelecimento é criado com dados cadastrais não-sensíveis e vínculo à(s) facilitadora(s) responsável(is) pelo credenciamento; Dado um estabelecimento com vínculo a facilitadora inexistente na plataforma, quando a carga o processa, então o registro é rejeitado e a inconsistência é reportada; Dado uma carga concluída, quando o Admin consulta o resultado, então totais por status de credenciamento são apresentados; Dado uma reexecução, quando o estabelecimento já existe, então é atualizado por upsert",Medium,.discovery-context.md (credenciamento de estabelecimentos; facilitadoras aprovam/descredenciam); [assumption: cardinalidade estabelecimento-facilitadora a confirmar],Vínculo estabelecimento-facilitadora disponível na base de origem,Assumed
US-0706,E07,Migração & Carga Inicial de Cadastros,Data Steward,"Como Data Steward, quero identificar e resolver registros duplicados de beneficiárias, facilitadoras e estabelecimentos durante a carga, para evitar cadastros redundantes que corromperiam cotações e folhas.","Dado um conjunto de registros em staging, quando a rotina de deduplicação executa, então registros com a mesma chave de negócio (ex.: identificador não-sensível de origem) são agrupados como candidatos a duplicata; Dado um grupo de duplicatas confirmadas, quando a regra de sobrevivência é aplicada, então um registro-mestre é mantido e os demais são consolidados/descartados de forma auditável; Dado uma duplicata ambígua, quando o sistema não consegue decidir automaticamente, então o caso é encaminhado ao Data Steward para resolução manual; Dado a deduplicação concluída, quando o relatório é gerado, então o número de duplicatas encontradas e resolvidas é apresentado por entidade",High,[assumption: regras de deduplicação e chave de negócio a definir; boa prática de qualidade de dados Salesforce],Existe identificador não-sensível estável por entidade que serve de chave de deduplicação,Assumed
US-0707,E07,Migração & Carga Inicial de Cadastros,Data Steward,"Como Data Steward, quero aplicar regras de qualidade e validação sobre os dados em staging antes da carga, para garantir que apenas cadastros consistentes e completos entrem na plataforma.","Dado os dados em staging, quando as regras de qualidade executam, então campos obrigatórios ausentes, formatos inválidos e valores fora de domínio são sinalizados por registro; Dado um registro que viola uma regra crítica, quando a validação roda, então ele é bloqueado para carga e classificado por tipo de erro; Dado um registro com aviso não-crítico, quando a validação roda, então ele é carregado e o aviso é registrado para saneamento posterior; Dado o encerramento da validação, quando o Data Steward consulta o painel de qualidade, então indicadores de completude e conformidade por entidade são apresentados",Medium,[assumption: regras de qualidade específicas a definir com a Dataprev; boa prática de data quality],Critérios de qualidade e campos obrigatórios definidos antes da carga,Assumed
US-0708,E07,Migração & Carga Inicial de Cadastros,Sistema,"Como Sistema, quero carregar apenas referências não-sensíveis tokenizadas (sem persistir CPF ou dados sensíveis do trabalhador na plataforma), para cumprir a diretriz de residência de dados híbrida da Dataprev/LGPD.","Dado um registro de origem que contém CPF ou dado pessoal sensível, quando a carga o processa, então o dado sensível não é gravado na plataforma e apenas uma referência tokenizada é persistida; Dado um objeto carregado (beneficiária, facilitadora, estabelecimento), quando é inspecionado após a carga, então nenhum campo contém CPF ou dado nominal sensível em claro; Dado a necessidade de exibir o dado nominal em runtime, quando um usuário autorizado o solicita, então ele é resolvido via API na base Dataprev e não fica retido na plataforma; Dado uma tentativa de mapear campo sensível para persistência, quando a carga valida o de-para, então a operação é rejeitada e registrada como violação de política",High,ADR 0001 (dados sensíveis fora da nuvem SF; referência por identificador não-sensível; padrão data-at-source/tokenização); [assumption: fronteira exata de campos a ratificar com arquitetura Dataprev — Jair Bogo],MuleSoft orquestra a resolução runtime do dado nominal; token estável fornecido/derivado da origem,Assumed
US-0709,E07,Migração & Carga Inicial de Cadastros,Sistema,"Como Sistema, quero reconciliar periodicamente os cadastros carregados com o Novo PAT (system-of-record), para manter as referências da plataforma alinhadas à fonte oficial sem migração massiva.","Dado que o Novo PAT permanece system-of-record, quando a rotina de reconciliação executa, então divergências entre a referência local e o registro oficial (novo, alterado, inativado) são detectadas por entidade; Dado uma beneficiária ou facilitadora que deixou de estar regular no Novo PAT, quando a reconciliação a identifica, então seu status na plataforma é atualizado para refletir a situação oficial; Dado um registro presente no Novo PAT e ausente na plataforma, quando a reconciliação roda, então ele é sinalizado para carga incremental; Dado a reconciliação concluída, quando o resultado é consultado, então o total de divergências e ações aplicadas é apresentado de forma auditável",High,.discovery-context.md (Novo PAT = system-of-record; marketplace valida situação regular via integração); [assumption: cadência e mecanismo de reconciliação a definir em DESIGN],Novo PAT expõe consulta de situação/atualização por entidade; sem migração massiva de volta,Assumed
US-0710,E07,Migração & Carga Inicial de Cadastros,Admin plataforma/dados,"Como Admin da plataforma, quero um relatório consolidado de carga e erros ao final de cada execução, para comprovar a qualidade da migração inicial e priorizar o saneamento antes do go-live.","Dado o encerramento de uma execução de carga, quando o relatório é gerado, então ele apresenta, por entidade, os totais de registros processados, carregados, rejeitados, duplicados e ignorados; Dado registros rejeitados, quando o Admin abre o relatório, então cada rejeição traz o motivo/tipo de erro e a chave do registro para tratamento; Dado múltiplas execuções, quando o Admin compara os relatórios, então a evolução do saneamento entre cargas é observável; Dado um relatório finalizado, quando o Admin o exporta, então o arquivo pode ser compartilhado com a equipe Dataprev/MTE para validação",Medium,[assumption: formato de relatório de carga a definir; boa prática de migração de dados],Equipe Dataprev/MTE valida o relatório de carga antes do go-live de 15/nov,Assumed
US-0801,E08,"Segurança, Residência de Dados & Conformidade",Arquiteto de dados,"Como Arquiteto de dados, quero um modelo de dados baseado em referências tokenizadas em que CPF e dados sensíveis não persistam na org Salesforce, para que a nuvem nunca armazene dado pessoal sensível e o programa cumpra a decisão de residência de dados.","Dado que um registro de beneficiária/trabalhador é criado, quando ele é persistido na org Salesforce, então o campo que representa a pessoa contém apenas um token/referência opaca — nunca o CPF em claro; Dado uma auditoria do schema, quando os objetos custom e nativos (Contact/Account) são inspecionados, então nenhum campo persiste CPF, nome completo ou outro dado sensível em texto claro; Dado que o token é gerado, quando ele é armazenado, então ele não permite reconstruir o CPF sem chamada à infra soberana Dataprev; Dado um novo objeto ou campo proposto no modelo, quando ele é revisado, então há um checklist de conformidade que bloqueia persistência de dado sensível",High,[KB: salesforce-revenue-cloud-marketplace-arch.md:41-45]; ADR 0001 residência híbrida (discovery); [extends: outputs/01-solution.md — org guarda referências tokenizadas],Fronteira campo-a-campo da residência (o que exatamente é 'sensível') ainda a ratificar com arquitetura Dataprev (decisão em aberto),Confirmed
US-0802,E08,"Segurança, Residência de Dados & Conformidade",Arquiteto,"Como Arquiteto, quero que o CPF e demais dados sensíveis sejam resolvidos (de-tokenizados) em runtime via MuleSoft contra a infra Dataprev, para que a plataforma exiba/utilize o dado apenas no momento do uso sem nunca persisti-lo.","Dado um usuário autorizado que abre um registro, quando o dado sensível precisa ser exibido, então a org invoca o MuleSoft em runtime e recebe o valor sem gravá-lo em nenhum objeto; Dado o retorno da API, quando o valor é apresentado na UI, então ele existe apenas em memória/na sessão e não é escrito em cache persistente, campo ou log; Dado que a chamada de de-tokenização falha ou expira, quando a resolução não ocorre, então a UI exibe estado degradado (token/placeholder) sem quebrar o fluxo; Dado o volume de ~450k beneficiárias, quando múltiplas resoluções ocorrem, então há tratamento de limites de callout e estratégia de latência aceitável",High,ADR 0001 + E05 (discovery); [extends: outputs/01-solution.md — resolução em runtime via MuleSoft],Contratos de API de de-tokenização ainda não definidos (sem Swagger); mocks necessários em fase inicial,Confirmed
US-0803,E08,"Segurança, Residência de Dados & Conformidade",Admin de plataforma,"Como Admin de plataforma, quero uma instância Salesforce dedicada e apartada exclusiva do MTE/PAT, isolada das demais orgs Dataprev, para que a sensibilidade financeira, a volumetria e a auditabilidade do programa fiquem contidas em um perímetro próprio.","Dado o provisionamento da solução, quando a org é criada, então ela é uma instância dedicada ao PAT/MTE, sem compartilhar dados ou metadados com outras orgs Dataprev; Dada a administração da org, quando acessos são concedidos, então a administração é do próprio MTE/programa, sem administradores compartilhados de outras orgs; Dada a volumetria (~800k estabelecimentos, ~450k beneficiárias), quando o dimensionamento é feito, então limites de armazenamento/governança são calibrados para a instância isolada; Dado um pedido de auditoria (TCU/CGU/ANPD), quando o escopo é definido, então ele se restringe à instância apartada",High,"ADR 0002 instância dedicada e apartada (discovery, outputs/01-solution.md)",Modelo de licenciamento/edição da org dedicada a confirmar comercialmente,Confirmed
US-0804,E08,"Segurança, Residência de Dados & Conformidade",Admin de plataforma,"Como Admin de plataforma, quero que o ambiente seja 100% greenfield, provisionado do zero sem reaproveitar org, metadado ou administração de outros ambientes Dataprev, para que o isolamento de segurança seja garantido por construção.","Dado o provisionamento, quando o ambiente é criado, então nenhum metadado, perfil ou configuração é herdado de outras orgs Dataprev; Dada a administração, quando papéis de admin são atribuídos, então não há administração compartilhada com outros ambientes; Dado o marco de prontidão da Etapa 0, quando a org greenfield é entregue, então ela é validada como isolada antes do início do build; Dado o lead-time externo, quando o provisionamento é planejado, então é tratado como pré-requisito de marco",High,"ADR 0005 greenfield (discovery, outputs/01-solution.md)","ADR 0005 assumida pela equipe em 31/jul/2026, a validar com o cliente",Assumed
US-0805,E08,"Segurança, Residência de Dados & Conformidade",Arquiteto,"Como Arquiteto, quero que o MuleSoft rode on-premise na infraestrutura soberana Dataprev (não em CloudHub), para que o dado sensível não saia do perímetro soberano em nenhum momento do trânsito.","Dado o deploy do MuleSoft, quando a topologia é definida, então o runtime roda on-premise na infra Dataprev/gov, não em CloudHub; Dado que a de-tokenização do CPF ocorre, quando ela é executada, então acontece dentro do perímetro soberano; Dada a prontidão da infra, quando o MuleSoft on-premise é instalado, então é pré-requisito de marco na Etapa 0 com lead-time externo mapeado; Dado o trânsito de dados, quando dado sensível é resolvido, então ele não trafega por infraestrutura fora do perímetro soberano",High,"ADR 0005 MuleSoft on-premise (discovery, outputs/01-solution.md — resolve G0504)",Prontidão da infra soberana e lead-time de instalação a confirmar com Dataprev,Confirmed
US-0806,E08,"Segurança, Residência de Dados & Conformidade",Auditor/DPO,"Como Auditor/DPO, quero uma trilha de auditoria imutável de todo acesso a dado sensível, para que qualquer resolução ou visualização de CPF possa ser comprovada e não possa ser adulterada.","Dado que um dado sensível é acessado/de-tokenizado, quando o evento ocorre, então é registrada uma entrada de auditoria com usuário, timestamp, registro alvo e finalidade; Dada uma entrada de auditoria gravada, quando alguém tenta alterá-la ou removê-la, então a alteração é impedida (imutabilidade) ou a tentativa é ela própria auditada; Dado um pedido de auditoria, quando o auditor consulta o período, então consegue reconstruir cronologicamente todos os acessos a dado sensível; Dado que os logs incluem identificadores, quando são armazenados, então o CPF aparece mascarado na trilha",High,Requisito explícito de auditoria (discovery: trilha imutável); [extends: outputs/01-solution.md — trilha para TCU/CGU/ANPD],Mecanismo de imutabilidade (Event Monitoring/Field Audit Trail vs. store externo) a definir na arquitetura,Confirmed
US-0807,E08,"Segurança, Residência de Dados & Conformidade",Admin de segurança,"Como Admin de segurança, quero que o CPF e dados sensíveis apareçam mascarados em todos os logs (aplicação, integração, depuração), para que nenhum dado pessoal sensível vaze por telemetria ou troubleshooting.","Dado que um log é gerado em qualquer camada (Salesforce, MuleSoft, debug), quando ele contém um CPF, então o valor é mascarado (ex.: ***.***.***-**) antes da persistência; Dada uma resolução de dado em runtime, quando ela é logada, então apenas o token/referência aparece, nunca o valor em claro; Dado um log de erro/exceção, quando ele é capturado, então payloads sensíveis são redigidos; Dada uma revisão de logs por auditoria, quando amostras são inspecionadas, então nenhuma ocorrência de CPF em claro é encontrada",High,Requisito explícito (discovery: mascaramento de CPF nos logs),Padrão de mascaramento e ferramenta de log centralizada a definir,Confirmed
US-0808,E08,"Segurança, Residência de Dados & Conformidade",Admin de segurança,"Como Admin de segurança, quero um modelo de controle de acesso baseado em menor privilégio com perfis/permission sets por papel (beneficiária, facilitadora API-only, MTE, admin, auditor), para que cada ator acesse apenas o que sua função exige.","Dado um usuário de um papel, quando ele autentica, então só enxerga objetos, campos e ações previstos para o papel; Dada a facilitadora API-only, quando ela acessa, então não tem assento de portal nem visibilidade das concorrentes (equidade por construção); Dado o acesso a dado sensível/de-tokenização, quando concedido, então requer permissão explícita separada e é auditado; Dada uma revisão de acessos, quando executada, então não há permissões amplas (modify all / view all) atribuídas indevidamente",High,"[extends: outputs/01-solution.md — equidade por construção, sem Apex managed sharing]; ADR 0004",Matriz de papéis x permissões a detalhar com o MTE,Confirmed
US-0809,E08,"Segurança, Residência de Dados & Conformidade",Admin de plataforma,"Como Admin de plataforma, quero observabilidade e monitoramento de segurança (eventos de login, acessos a dado sensível, chamadas de integração, anomalias), para que incidentes sejam detectados e respondidos rapidamente.","Dado o funcionamento da plataforma, quando eventos de segurança ocorrem, então são coletados e ficam disponíveis para consulta/dashboard; Dado um padrão anômalo de acesso a dado sensível, quando detectado, então um alerta é disparado ao time de segurança; Dada uma falha na integração de de-tokenização, quando ocorre, então é monitorada com métrica de disponibilidade/latência; Dado um incidente, quando investigado, então há trilha correlacionável entre logs de app, integração e auditoria",High,Requisito explícito (discovery: observabilidade),"Ferramenta de SIEM/observabilidade (Event Monitoring, Shield, ou externo Dataprev) a definir",Assumed
US-0810,E08,"Segurança, Residência de Dados & Conformidade",Auditor/DPO,"Como DPO, quero que o tratamento de dado pessoal sensível esteja documentado e amarrado a uma base legal sob o Art. 11 da LGPD, para que o programa comprove conformidade no tratamento de dados sensíveis dos trabalhadores.","Dado o tratamento de CPF/dado sensível, quando ele ocorre, então há registro da base legal aplicável (Art. 11 LGPD) documentado; Dado o inventário de tratamento (RoPA), quando revisado, então mapeia finalidade, dados, fluxo e retenção; Dada uma solicitação de titular, quando recebida, então há processo definido para atendê-la respeitando a arquitetura de tokenização; Dada uma auditoria da ANPD, quando solicitada, então a documentação de conformidade Art. 11 está disponível",High,Contexto regulatório (discovery: LGPD Art. 11); [extends: outputs/01-solution.md],Base legal específica e RoPA a validar com jurídico/DPO Dataprev/MTE,Confirmed
US-0811,E08,"Segurança, Residência de Dados & Conformidade",Auditor/DPO,"Como Auditor, quero relatórios e evidências de auditoria prontos para TCU, CGU e ANPD (acessos, transações, split, trilha imutável), para que os órgãos de controle obtenham comprovação sem intervenção manual demorada.","Dado um pedido de órgão de controle, quando um relatório de auditoria é solicitado, então ele é gerado a partir da trilha imutável cobrindo o período pedido; Dado o conteúdo do relatório, quando entregue, então inclui quem acessou o quê, quando e para qual finalidade, com CPF mascarado; Dado o fluxo financeiro (conta custódia/split), quando auditado, então há rastro correlacionável de cada movimentação; Dada a exportação, quando realizada, então mantém integridade/prova de não adulteração",High,Contexto de governança pública (discovery: auditoria TCU/CGU/ANPD),Formato/periodicidade dos relatórios exigidos pelos órgãos a confirmar,Confirmed
US-0812,E08,"Segurança, Residência de Dados & Conformidade",Arquiteto,"Como Arquiteto, quero um diagrama de fluxo de dados sob LGPD como artefato versionado e mantido, para que a fronteira do dado sensível (o que persiste, o que só transita, onde é resolvido) seja explícita e revisável.","Dado o design da solução, quando o artefato é produzido, então o diagrama mostra origem, trânsito, de-tokenização em runtime e o que persiste vs. não persiste; Dado o diagrama, quando revisado, então indica o perímetro soberano (MuleSoft on-premise) e os pontos de saída de dado; Dada uma mudança de arquitetura, quando aprovada, então o diagrama é atualizado e versionado; Dado o diagrama, quando entregue à auditoria/ANPD, então serve de evidência do fluxo sob Art. 11",Medium,Requisito explícito (discovery: diagrama de fluxo de dados sob LGPD Art. 11),Fronteira campo-a-campo depende da ratificação da residência (decisão em aberto),Confirmed
US-0813,E08,"Segurança, Residência de Dados & Conformidade",Admin de segurança,"Como Admin de segurança, quero gestão segura de credenciais e segredos das integrações (Named Credentials/secret store) para os callouts ao MuleSoft e à infra soberana, para que credenciais nunca fiquem expostas em código ou configuração legível.","Dado um callout à infra de de-tokenização, quando autenticado, então usa Named Credentials/secret store, sem credenciais hardcoded; Dada a rotação de segredos, quando executada, então não exige redeploy de código nem expõe o valor; Dado um acesso à configuração de credenciais, quando ocorre, então é restrito e auditado; Dado um repositório/metadado, quando inspecionado, então nenhum segredo aparece em texto claro",High,[extends: outputs/01-solution.md — Named Credentials/Auth Provider para gov.br OIDC e MuleSoft],Mecanismo de secret management (Salesforce vs. cofre Dataprev) a definir,Assumed
US-0814,E08,"Segurança, Residência de Dados & Conformidade",Admin de segurança,"Como Admin de segurança, quero políticas de sessão e autenticação forte (MFA, timeout, restrição de IP para admins) na org dedicada, para que o acesso administrativo e privilegiado a um ambiente que orquestra dado sensível seja protegido.","Dado um login administrativo, quando ocorre, então exige MFA; Dada uma sessão inativa, quando excede o timeout, então é encerrada automaticamente; Dado o acesso de perfis privilegiados, quando configurado, então há restrição de faixa de IP/rede confiável quando aplicável; Dada uma tentativa de login fora de padrão, quando detectada, então é bloqueada/alertada e auditada",High,[assumption: hardening padrão Salesforce Security para ambiente gov regulado; validar contra política Dataprev],"Políticas específicas (faixas de IP, provedor MFA) a alinhar com Dataprev",Assumed
US-0815,E08,"Segurança, Residência de Dados & Conformidade",Auditor/DPO,"Como DPO, quero políticas de retenção e expurgo dos tokens/referências e artefatos de auditoria conforme LGPD, para que dados não sejam mantidos além do necessário e o expurgo seja comprovável.","Dado um token/referência sem finalidade ativa, quando expira o prazo de retenção, então é expurgado conforme política definida; Dada a trilha de auditoria, quando o prazo legal de guarda é atingido, então a retenção respeita a exigência de órgãos de controle antes de qualquer expurgo; Dado um expurgo executado, quando ocorre, então é registrado (o quê, quando, por qual regra); Dada uma revisão de conformidade, quando feita, então prazos de retenção estão documentados e aplicados",Medium,Contexto regulatório (discovery: LGPD); [assumption: prazos de retenção a definir com jurídico],Prazos de retenção conflitantes entre LGPD (minimização) e guarda para TCU/CGU a conciliar,Assumed
US-0816,E08,"Segurança, Residência de Dados & Conformidade",Sistema,"Como Sistema, quero controle de acesso a nível de campo (FLS) e criptografia em repouso dos campos de referência/token, para que mesmo os identificadores tokenizados só sejam legíveis por quem tem permissão e estejam protegidos em armazenamento.","Dado um campo de referência/token, quando um perfil sem permissão o consulta, então o valor não é retornado (FLS bloqueia); Dado o armazenamento do token, quando persistido, então está criptografado em repouso; Dado um export/relatório, quando gerado por perfil não autorizado, então os campos protegidos não são incluídos; Dada uma tentativa de acesso via API, quando o perfil não tem FLS, então a chamada é negada e auditada",Medium,[extends: outputs/01-solution.md — org guarda referências tokenizadas]; [assumption: FLS + Shield Platform Encryption a validar],Uso de Shield Platform Encryption depende de edição/licenciamento da org dedicada,Assumed
US-0901,E09,Gestão de Mudança & Adoção,Gestor de mudança,"Como Gestor de mudança, quero conduzir uma avaliação de impacto de mudança por público (beneficiárias, facilitadoras, estabelecimentos e equipe MTE), para dimensionar esforço de comunicação e capacitação e antecipar focos de resistência antes do go-live de 15/nov/2026.","Dado o escopo do marketplace do PAT, quando a avaliação de impacto for concluída, então cada um dos quatro públicos tem um perfil de impacto documentado (alto/médio/baixo) com processos afetados e mudanças de comportamento esperadas; Dado um público com impacto alto, quando o perfil for registrado, então há ao menos uma ação de mitigação associada; Dado a fronteira de responsabilidade com a Dataprev a confirmar, quando itens dependerem da Dataprev, então ficam explicitamente marcados como premissa a validar; Dado a avaliação aprovada, quando publicada, então serve de insumo priorizado para o plano de comunicação e capacitação",High,Discovery: volumetria 600-700 facilitadoras + ~450 mil beneficiárias + ~800 mil estabelecimentos + ~22 mi trabalhadores [.discovery-context.md]. [assumption: escopo de change management e fronteira Dataprev/Salesforce PS a confirmar],Escopo de gestão de mudança entregue por Salesforce PS; fronteira de responsabilidade com a Dataprev a confirmar; acesso aos donos de processo dos quatro públicos.,Assumed
